,last_name,first_name,gender,email,birth,age,university,inscription_date,career,location
926,Allison-lee,,F,Natasha83@yahoo.com,18/Oct/22,,Universidad-nacional-de-río-cuarto,20/Nov/12,Licenciatura-en-artes,Bella-vista
927,Samuel-wagner,,M,Charlesbrown@hotmail.com,20/Aug/21,,Universidad-nacional-de-río-cuarto,20/Oct/04,Técnico-para-bioterios-,Planchada-banderita
928,Mrs.-laura-austin,,F,Brianna52@gmail.com,92/Mar/12,,Universidad-nacional-de-río-cuarto,20/Sep/27,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Almirante-irizar
929,Valerie-beltran,,F,Ugraham@hotmail.com,15/Jun/05,,Universidad-nacional-de-río-cuarto,20/Sep/07,Agronomía,Alabama
930,Alexander-elliott,,M,Cmaldonado@yahoo.com,10/Nov/07,,Universidad-nacional-de-río-cuarto,20/Sep/19,Licenciatura-en-ciencias-ambientales,Gobernador-roca
931,Mary-hayes,,F,Bonillathomas@gmail.com,36/May/05,,Universidad-nacional-de-río-cuarto,20/Oct/18,Licenciatura-en-ciencias-ambientales,Barrancas
932,Eric-snow,,M,Malonenathaniel@yahoo.com,13/Aug/30,,Universidad-nacional-de-río-cuarto,20/Nov/13,Ingeniería-en-informática,Arroyo-moreira
933,Joel-curtis,,M,Henrydawn@yahoo.com,66/Jul/06,,Universidad-nacional-de-río-cuarto,20/Oct/23,Licenciatura-en-relaciones-del-trabajo-,Estacion-christophersen
934,Brian-adams,,M,Tina72@hotmail.com,73/Nov/17,,Universidad-nacional-de-río-cuarto,20/Oct/16,Ingeniería-mecánica,Nelson
935,Patricia-wilson,,F,Summersjoshua@yahoo.com,56/Jun/30,,Universidad-nacional-de-río-cuarto,20/Dec/24,Licenciatura-en-relaciones-del-trabajo-,Colonia-la-marta
936,Michael-gonzales,,M,Tracylester@gmail.com,11/Aug/11,,Universidad-nacional-de-río-cuarto,20/Oct/02,Licenciatura-en-ciencia-política-,Colonia-españa
937,Kelly-cooper,,F,Garythompson@yahoo.com,09/Feb/26,,Universidad-nacional-de-río-cuarto,20/Dec/09,Ingeniería-en-informática,Aldea-forestal
938,Scott-haney,,M,Thomaskimberly@yahoo.com,60/Apr/26,,Universidad-nacional-de-río-cuarto,20/Sep/29,Licenciatura-en-relaciones-del-trabajo-,16-de-julio
939,Tiffany-edwards,,F,Gary14@gmail.com,77/Jan/07,,Universidad-nacional-de-río-cuarto,20/Dec/11,Diseño-industrial,Amalia
940,Brenda-russell,,F,Kathleenbenitez@gmail.com,15/Aug/08,,Universidad-nacional-de-río-cuarto,21/Jan/02,Diseño-industrial,Arroyo-guilaia
941,Patricia-west,,F,Leslie49@gmail.com,87/Dec/16,,Universidad-nacional-de-río-cuarto,20/Sep/13,Licenciatura-en-ciencias-de-la-educación-,Estela
942,Stephanie-massey,,F,Alexgreen@gmail.com,70/Oct/02,,Universidad-nacional-de-río-cuarto,20/Oct/02,Licenciatura-en-ciencias-antropológicas,Campo-de-mayo
943,Miranda-gonzales,,F,Rhonda97@gmail.com,17/Sep/09,,Universidad-nacional-de-río-cuarto,20/Dec/12,Contador-público-,Avanzada
944,Alexander-harmon,,M,Zroach@hotmail.com,74/Jun/30,,Universidad-nacional-de-río-cuarto,20/Sep/08,Farmacia,Aldea-asuncion
945,Mario-sanchez,,M,Uturner@hotmail.com,13/May/26,,Universidad-nacional-de-río-cuarto,20/Dec/19,Licenciatura-en-sociología-,El-pampero
946,Alejandro-cooley,,M,Vincentestrada@gmail.com,97/Sep/10,,Universidad-nacional-de-río-cuarto,20/Oct/15,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Andrade
947,Jessica-bernard,,F,Brian42@gmail.com,31/Sep/24,,Universidad-nacional-de-río-cuarto,20/Sep/08,Ciencias-veterinarias,Colonia-españa
948,Katherine-roman,,F,Grossrichard@gmail.com,40/Nov/26,,Universidad-nacional-de-río-cuarto,20/Sep/12,Licenciatura-en-administración-,13-de-enero
949,Jason-rodriguez-md,,M,Rfrost@hotmail.com,99/Nov/02,,Universidad-nacional-de-río-cuarto,20/Oct/17,Medicina,Baterias
950,Ellen-moreno,,F,Lisarodgers@gmail.com,52/Aug/18,,Universidad-nacional-de-río-cuarto,21/Jan/17,Licenciatura-en-planificación-y-diseño-del-paisaje,Barrio-chapadmalal
951,Johnny-todd,,M,Fmartinez@yahoo.com,69/Mar/13,,Universidad-nacional-de-río-cuarto,21/Jan/05,Ingeniería-mecánica,Pazos-kanki
952,Andrew-martinez,,M,Daltonsavage@hotmail.com,95/Jan/03,,Universidad-nacional-de-río-cuarto,20/Sep/06,Técnico-para-bioterios-,Alto-del-saladillo
953,Christopher-smith,,M,Dodsonmark@hotmail.com,61/Mar/10,,Universidad-nacional-de-río-cuarto,20/Sep/23,Licenciatura-en-relaciones-del-trabajo-,Alpasinche
954,Tracey-garrett,,F,Justinwhitney@yahoo.com,66/Jan/26,,Universidad-nacional-de-río-cuarto,20/Sep/02,Diseño-de-imagen-y-sonido,Bañado-verde
955,Kelly-wagner,,F,Christopher55@gmail.com,54/Jan/26,,Universidad-nacional-de-río-cuarto,21/Jan/14,Contador-público-,Emilio-lamarca
956,Barry-walters,,M,Courtney84@hotmail.com,15/Jul/08,,Universidad-nacional-de-río-cuarto,21/Jan/22,Licenciatura-en-psicología,Arroyo-castillo
957,Lisa-brown,,F,Vgreer@gmail.com,49/Jul/08,,Universidad-nacional-de-río-cuarto,20/Dec/31,Licenciatura-en-ciencias-ambientales,Quilmes
958,Willie-tucker,,M,Charles02@yahoo.com,38/Nov/13,,Universidad-nacional-de-río-cuarto,20/Nov/30,Licenciatura-en-ciencia-política-,9-de-julio
959,Vickie-brown,,F,Colleen14@hotmail.com,02/Feb/28,,Universidad-nacional-de-río-cuarto,20/Sep/21,Licenciatura-en-psicología,Santa-teresita
960,Dr.-donald-jennings,,M,Laurenwise@hotmail.com,50/Aug/13,,Universidad-nacional-de-río-cuarto,21/Jan/27,Licenciatura-en-musicoterapia,La-querencia
961,William-huerta,,M,Fbarajas@hotmail.com,93/May/20,,Universidad-nacional-de-río-cuarto,21/Jan/07,Técnico-para-bioterios-,Altamirano
962,Ryan-roach,,M,Juan11@yahoo.com,14/Sep/04,,Universidad-nacional-de-río-cuarto,20/Dec/07,Diseño-de-imagen-y-sonido,Dos-hermanos
963,Courtney-clark,,F,Sleonard@hotmail.com,01/Dec/14,,Universidad-nacional-de-río-cuarto,21/Jan/18,Agronomía,El-socorro
964,Walter-welch,,M,Tylerjimenez@hotmail.com,50/Nov/09,,Universidad-nacional-de-río-cuarto,20/Oct/01,Agronomía,Arbol-solo
965,Philip-johnson,,M,Crystal08@yahoo.com,70/Jul/19,,Universidad-nacional-de-río-cuarto,21/Jan/23,Licenciatura-en-terapia-ocupacional,Anguil
966,Susan-andrade,,F,Alejandrosimpson@yahoo.com,52/Jun/17,,Universidad-nacional-de-río-cuarto,20/Nov/25,Licenciatura-en-psicología,Bosques
967,Todd-gross,,M,Isanchez@gmail.com,52/Oct/16,,Universidad-nacional-de-río-cuarto,20/Oct/14,Licenciatura-en-relaciones-del-trabajo-,Colonia-dos-rosas-y-la-legua
968,Katherine-conley,,F,Bmay@hotmail.com,03/Apr/09,,Universidad-nacional-de-río-cuarto,20/Oct/15,Licenciatura-en-producción-de-bioimagenes,Abdon-castro-tolay
969,Peggy-allen,,F,Ruizkathleen@gmail.com,11/Dec/05,,Universidad-nacional-de-río-cuarto,20/Dec/21,Licenciatura-en-administración-,La-union
970,Mr.-dennis-lee,,M,Laurenpowell@yahoo.com,15/Aug/12,,Universidad-nacional-de-río-cuarto,20/Oct/20,Diseño-industrial,Carlos-maria-naon
971,Blake-adams,,M,Elizabeth89@yahoo.com,17/Apr/24,,Universidad-nacional-de-río-cuarto,20/Oct/13,Arquitectura,Rio-tala
972,Willie-young,,M,Sandovalelizabeth@yahoo.com,32/Dec/07,,Universidad-nacional-de-río-cuarto,20/Dec/02,Licenciatura-en-ciencias-de-la-educación-,Amalia
973,Ethan-bates,,M,Michealanderson@yahoo.com,70/Dec/14,,Universidad-nacional-de-río-cuarto,20/Nov/24,Ingeniería-electrónica,Berisso
974,Nathaniel-velez,,M,Brianharris@hotmail.com,61/Sep/11,,Universidad-nacional-de-río-cuarto,20/Oct/13,Licenciatura-en-ciencias-de-la-educación-,Colonia-el-aguara
975,Daniel-vega,,M,Ruthcruz@hotmail.com,36/Apr/16,,Universidad-nacional-de-río-cuarto,20/Sep/20,Licenciatura-en-ciencias-antropológicas,Diego-lopez
976,Michele-harrison,,F,Gardneramanda@yahoo.com,46/Apr/06,,Universidad-nacional-de-río-cuarto,20/Oct/13,Licenciatura-en-kinesiología-y-fisiatría,Alanices
977,Heather-pruitt,,F,Smathis@hotmail.com,20/Oct/27,,Universidad-nacional-de-río-cuarto,20/Nov/11,Arquitectura,Adela-corti
978,April-carpenter,,F,Youngsheri@yahoo.com,49/Dec/08,,Universidad-nacional-de-río-cuarto,20/Sep/09,Licenciatura-en-artes,Cañadon-leon
979,Russell-murphy,,M,Shirleywilliams@yahoo.com,85/Apr/20,,Universidad-nacional-de-río-cuarto,20/Nov/28,Agronomía,Algarrobo-verde
980,James-carter,,M,William61@gmail.com,10/Jun/03,,Universidad-nacional-de-río-cuarto,20/Oct/02,Ingeniería-mecánica,Campo-la-nena
981,Kristen-spencer,,F,Alexispatel@yahoo.com,29/Jun/06,,Universidad-nacional-de-río-cuarto,21/Jan/16,Medicina,Cañada-de-las-ovejas
982,Timothy-harrison,,M,Kingdakota@yahoo.com,09/Sep/07,,Universidad-nacional-de-río-cuarto,20/Nov/12,Técnico-para-bioterios-,Estacion-christophersen
983,Steven-ford,,M,Mariataylor@hotmail.com,15/Apr/29,,Universidad-nacional-de-río-cuarto,20/Dec/18,Licenciatura-en-ciencia-y-tecnología-de-alimentos,28-de-julio
984,Laurie-schroeder,,F,Rhondaramirez@hotmail.com,17/May/18,,Universidad-nacional-de-río-cuarto,20/Sep/15,Licenciatura-en-musicoterapia,Abra-verde
985,Anita-mccarthy,,F,Danaortiz@gmail.com,11/Feb/09,,Universidad-nacional-de-río-cuarto,20/Oct/01,Licenciatura-en-artes,Barrio-el-tontal
986,Mr.-chris-parker,,M,Stephenanderson@yahoo.com,51/Dec/05,,Universidad-nacional-de-río-cuarto,20/Oct/05,Licenciatura-en-kinesiología-y-fisiatría,Arroyo-aleli
987,Zachary-mosley,,M,Ashley53@yahoo.com,09/Apr/26,,Universidad-nacional-de-río-cuarto,21/Jan/21,Licenciatura-en-administración-,General-galarza
988,Franklin-chan,,M,Ibarratanner@hotmail.com,80/Oct/16,,Universidad-nacional-de-río-cuarto,21/Jan/04,Licenciatura-en-ciencias-de-la-educación-,Arrechea
989,David-mcdonald,,M,Carol55@yahoo.com,20/Oct/22,,Universidad-nacional-de-río-cuarto,20/Sep/16,Medicina,Avanzada
990,Sarah-ingram,,F,Dhuerta@hotmail.com,50/May/03,,Universidad-nacional-de-río-cuarto,20/Dec/29,Licenciatura-en-artes,Albarracin
991,Thomas-sharp,,M,Tmendez@gmail.com,10/Nov/30,,Universidad-nacional-de-río-cuarto,20/Dec/30,Ciencias-veterinarias,Bartolome-mitre
992,Becky-dunn,,F,Wolfeamanda@gmail.com,13/Feb/14,,Universidad-nacional-de-río-cuarto,20/Nov/20,Actuario-,Campo-las-puertas
993,Mary-lee,,F,Erinwhite@gmail.com,21/Aug/10,,Universidad-nacional-de-río-cuarto,20/Nov/28,Licenciatura-en-relaciones-del-trabajo-,Balde-ahumada
994,Kimberly-whitney,,F,Qjones@hotmail.com,78/Oct/30,,Universidad-nacional-de-río-cuarto,20/Dec/24,Licenciatura-en-ciencias-de-la-computación,Berretta
995,Frank-ward,,M,Reginasloan@hotmail.com,50/Jul/30,,Universidad-nacional-de-río-cuarto,20/Dec/18,Licenciatura-en-ciencia-política-,Alzaga
996,Sarah-wallace,,F,Briannawilson@yahoo.com,39/Apr/29,,Universidad-nacional-de-río-cuarto,20/Nov/06,Ingeniería-electrónica,Capilla-del-señor
997,Joshua-hudson,,M,Smithmichael@yahoo.com,17/Apr/14,,Universidad-nacional-de-río-cuarto,20/Nov/08,Licenciatura-en-musicoterapia,Canal-15-cerro-de-la-gloria
998,Courtney-mathews,,F,Tchristian@hotmail.com,29/Feb/10,,Universidad-nacional-de-río-cuarto,20/Oct/29,Licenciatura-en-planificación-y-diseño-del-paisaje,Campo-el-jacaranda
999,Lisa-ramos,,F,William89@hotmail.com,11/May/06,,Universidad-nacional-de-río-cuarto,20/Dec/25,Licenciatura-en-ciencias-de-la-educación-,Cabildo
1000,Angela-hernandez,,F,Kimberly49@hotmail.com,11/Jun/04,,Universidad-nacional-de-río-cuarto,21/Jan/09,Bioquímica,Barrio-ferri
1001,Samantha-yates,,F,Michaelholmes@hotmail.com,02/Jan/24,,Universidad-nacional-de-río-cuarto,20/Oct/22,Diseño-industrial,Indacochea
1002,Zachary-hurley,,M,Terrilopez@hotmail.com,29/Aug/18,,Universidad-nacional-de-río-cuarto,20/Dec/23,Ingeniería-mecánica,Alcaraz-norte
1003,Joshua-gonzalez,,M,Brianbriggs@yahoo.com,49/Jun/07,,Universidad-nacional-de-río-cuarto,20/Dec/16,Farmacia,Anta
1004,Olivia-jones-dds,,F,Gregory05@yahoo.com,10/Apr/28,,Universidad-nacional-de-río-cuarto,21/Jan/15,Ingeniería-en-informática,Alzaga
1005,Jennifer-roberson,,F,Cpowell@gmail.com,79/Jun/04,,Universidad-nacional-de-río-cuarto,20/Sep/17,Farmacia,1-de-mayo
1006,Jason-gomez,,M,Benjaminmacias@hotmail.com,21/Oct/23,,Universidad-nacional-de-río-cuarto,20/Sep/25,Licenciatura-en-ciencias-de-la-computación,Arroyo-quintana
1007,Amy-jenkins,,F,Chad94@yahoo.com,38/May/19,,Universidad-nacional-de-río-cuarto,20/Oct/29,Farmacia,Estancia-las-gamas
1008,Michael-buchanan,,M,Sawyersharon@gmail.com,15/May/01,,Universidad-nacional-de-río-cuarto,20/Oct/24,Ingeniería-en-informática,Barcala
1009,Teresa-chapman,,F,Dianejones@hotmail.com,36/Feb/21,,Universidad-nacional-de-río-cuarto,21/Jan/12,Actuario-,Porvenir
1010,David-edwards,,M,Khill@gmail.com,95/Oct/06,,Universidad-nacional-de-río-cuarto,20/Dec/26,Diseño-industrial,Trujui
1011,Brendan-nichols,,M,Codysuarez@hotmail.com,97/May/11,,Universidad-nacional-de-río-cuarto,20/Oct/21,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Tablada
1012,Craig-smith,,M,Fdillon@gmail.com,40/Oct/19,,Universidad-nacional-de-río-cuarto,20/Sep/21,Licenciatura-en-sociología-,Temperley
1013,Cody-walker,,M,Victor76@yahoo.com,12/Feb/14,,Universidad-nacional-de-río-cuarto,20/Oct/26,Licenciatura-en-administración-,Abra-de-peñas
1014,Jeffrey-love,,M,Wyattcory@gmail.com,43/Dec/06,,Universidad-nacional-de-río-cuarto,20/Dec/06,Licenciatura-en-producción-de-bioimagenes,9-de-julio
1015,Thomas-lane,,M,Lauren55@hotmail.com,15/Jun/01,,Universidad-nacional-de-río-cuarto,20/Dec/11,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Manuel-b-gonnet
1016,Christine-allison,,F,Xbuck@hotmail.com,24/Nov/01,,Universidad-nacional-de-río-cuarto,21/Jan/28,Actuario-,Desvio-boero
1017,Aaron-vasquez,,M,Lisagreen@hotmail.com,45/Dec/08,,Universidad-nacional-de-río-cuarto,20/Oct/30,Licenciatura-en-relaciones-del-trabajo-,Chacabuco
1018,Mark-lopez-jr.,,M,Stephanie74@yahoo.com,64/May/30,,Universidad-nacional-de-río-cuarto,20/Dec/30,Contador-público-,Gobernador-benegas
1019,Charles-walker,,M,Greenerobert@gmail.com,84/Aug/05,,Universidad-nacional-de-río-cuarto,20/Dec/27,Ingeniería-electrónica,Campo-el-jacaranda
1020,Lisa-chen,,F,Timothybryant@gmail.com,82/Nov/09,,Universidad-nacional-de-río-cuarto,20/Sep/24,Licenciatura-en-relaciones-del-trabajo-,Agustoni
1021,Tracy-vargas,,F,Tadams@gmail.com,19/Jan/15,,Universidad-nacional-de-río-cuarto,20/Dec/22,Licenciatura-en-ciencias-antropológicas,El-duraznillo
1022,Diana-dickerson,,F,Victoria45@hotmail.com,81/May/03,,Universidad-nacional-de-río-cuarto,21/Jan/07,Licenciatura-en-artes,Camaron-chico
1023,Gerald-mcguire,,M,Tgonzalez@gmail.com,68/May/14,,Universidad-nacional-de-río-cuarto,20/Dec/26,Ingeniería-en-informática,Calfucura
1024,Claire-french,,F,Veronicamahoney@yahoo.com,10/Jun/29,,Universidad-nacional-de-río-cuarto,20/Nov/10,Licenciatura-en-gestión-de-agroalimentos,Franklin
1025,Daisy-morris,,F,Heatherthomas@yahoo.com,91/Apr/16,,Universidad-nacional-de-río-cuarto,21/Jan/07,Licenciatura-en-sociología-,Balsa-senillosa
1026,Candice-gonzalez,,F,Williamsdavid@hotmail.com,65/Jul/19,,Universidad-nacional-de-río-cuarto,20/Sep/01,Ingeniería-mecánica,Erezcano
1027,Nathan-allen,,M,John09@gmail.com,15/Oct/30,,Universidad-nacional-de-río-cuarto,20/Sep/21,Licenciatura-en-ciencias-ambientales,Avestruz
1028,Rachel-rogers,,F,Garzatiffany@hotmail.com,35/Apr/19,,Universidad-nacional-de-río-cuarto,20/Nov/02,Licenciatura-en-artes,Gonzalez-moreno
1029,Sharon-thompson,,F,Icaldwell@yahoo.com,08/Aug/25,,Universidad-nacional-de-río-cuarto,20/Sep/21,Ingeniería-electrónica,Barrio-don-santiago
1030,Brandon-gray,,M,Gomezjessica@gmail.com,99/Nov/23,,Universidad-nacional-de-río-cuarto,21/Jan/11,Licenciatura-en-ciencias-geológicas,Anahi
1031,Danielle-schroeder,,F,Sotojohn@gmail.com,15/Sep/27,,Universidad-nacional-de-río-cuarto,20/Nov/02,Ingeniería-electrónica,Campo-de-villamil
1032,Mary-schmitt,,F,Graycarlos@yahoo.com,47/Jul/03,,Universidad-nacional-de-río-cuarto,20/Nov/03,Licenciatura-en-administración-,Ataliva
1033,Vanessa-miller,,F,Daltonalexandria@gmail.com,73/Dec/19,,Universidad-nacional-de-río-cuarto,20/Oct/12,Licenciatura-en-ciencias-antropológicas,Cristolia
1034,Luke-hunter,,M,Rodriguezlisa@gmail.com,87/Mar/19,,Universidad-nacional-de-río-cuarto,20/Sep/21,Licenciatura-en-musicoterapia,Chamical
1035,April-wilson,,F,Christine77@yahoo.com,87/Mar/12,,Universidad-nacional-de-río-cuarto,20/Nov/10,Licenciatura-en-ciencias-antropológicas,Colonia-florencia
1036,Cody-james,,M,Njimenez@hotmail.com,48/Mar/18,,Universidad-nacional-de-río-cuarto,20/Sep/07,Contador-público-,El-rincon
1037,Jeffrey-hansen,,M,Jerry72@yahoo.com,33/Nov/04,,Universidad-nacional-de-río-cuarto,21/Jan/23,Licenciatura-en-musicoterapia,Aguas-verdes
1038,Kevin-thomas,,M,Chad28@yahoo.com,34/Feb/11,,Universidad-nacional-de-río-cuarto,21/Jan/21,Licenciatura-en-relaciones-del-trabajo-,Benitez
1039,Susan-martin,,F,Wjohns@gmail.com,36/Apr/13,,Universidad-nacional-de-río-cuarto,20/Oct/13,Licenciatura-en-ciencias-antropológicas,Cañadon-del-toro
1040,Hunter-mitchell,,M,Jeremymoreno@yahoo.com,30/Jul/04,,Universidad-nacional-de-río-cuarto,21/Jan/07,Licenciatura-en-ciencias-biológicas,Colonia-baron
1041,Kenneth-riley,,M,Prattjacob@hotmail.com,89/Apr/30,,Universidad-nacional-de-río-cuarto,20/Dec/22,Medicina,Chacabuco
1042,Karen-bean,,F,Annphillips@yahoo.com,03/Feb/22,,Universidad-nacional-de-río-cuarto,21/Jan/15,Licenciatura-en-producción-de-bioimagenes,Corbett
1043,Kyle-wilson,,M,Christopherwest@yahoo.com,33/Mar/30,,Universidad-nacional-de-río-cuarto,20/Oct/29,Licenciatura-en-kinesiología-y-fisiatría,Coronel-charlone
1044,Alexis-green,,F,Jesse95@yahoo.com,40/Nov/08,,Universidad-nacional-de-río-cuarto,21/Jan/15,Ingeniería-en-informática,Cañadon-del-corral
1045,Kevin-johnson,,M,Thompsonkristy@hotmail.com,45/Jul/12,,Universidad-nacional-de-río-cuarto,21/Jan/29,Licenciatura-en-terapia-ocupacional,Claverie
1046,Marcus-davis,,M,Williamsstephanie@hotmail.com,78/Feb/24,,Universidad-nacional-de-río-cuarto,20/Dec/06,Licenciatura-en-artes,Cholila
1047,Vickie-jackson,,F,Patrick08@gmail.com,41/May/06,,Universidad-nacional-de-río-cuarto,20/Nov/28,Licenciatura-en-kinesiología-y-fisiatría,Lomas-del-rio-lujan
1048,Angela-hensley,,F,Ycastillo@yahoo.com,32/Mar/21,,Universidad-nacional-de-río-cuarto,21/Jan/20,Ingeniería-electrónica,Bahia-bustamante
1049,Jason-torres-jr.,,M,Austin82@hotmail.com,80/Aug/02,,Universidad-nacional-de-río-cuarto,20/Dec/24,Licenciatura-en-ciencias-ambientales,Blandengues
1050,Amy-jimenez,,F,Dmanning@gmail.com,54/Sep/05,,Universidad-nacional-de-río-cuarto,20/Oct/17,Licenciatura-en-sociología-,Anasagasti
1051,Michelle-gould,,F,Xgallagher@gmail.com,93/Jun/05,,Universidad-nacional-de-río-cuarto,20/Dec/04,Ciencias-veterinarias,Comandante-granville
1052,Cynthia-richards,,F,Ephillips@yahoo.com,61/Jul/10,,Universidad-nacional-de-río-cuarto,20/Nov/03,Ciencias-veterinarias,Las-hermanas
1053,Alexandria-scott,,F,Mary90@gmail.com,64/Apr/20,,Universidad-nacional-de-río-cuarto,21/Jan/17,Licenciatura-en-relaciones-del-trabajo-,Cañadon-ferrais
1054,Michelle-johnson,,F,Laura72@gmail.com,10/May/30,,Universidad-nacional-de-río-cuarto,21/Jan/23,Técnico-para-bioterios-,Cañadon-chileno
1055,James-brown,,M,Fitzgeraldjulie@yahoo.com,72/Nov/20,,Universidad-nacional-de-río-cuarto,20/Nov/15,Ingeniería-mecánica,Dock-sud
1056,Daniel-boyd,,M,Palmerdominique@gmail.com,41/Jul/08,,Universidad-nacional-de-río-cuarto,20/Nov/15,Licenciatura-en-artes,San-geronimo
1057,Jeff-walker,,M,Zgarcia@yahoo.com,79/Feb/18,,Universidad-nacional-de-río-cuarto,20/Dec/05,Agronomía,Cristolia
1058,Luis-paul,,M,Kturner@yahoo.com,08/Jan/02,,Universidad-nacional-de-río-cuarto,21/Jan/20,Agronomía,Barrio-la-dolly
1059,Stephen-estrada,,M,Schultzmindy@yahoo.com,34/Jun/05,,Universidad-nacional-de-río-cuarto,20/Oct/20,Licenciatura-en-administración-,Gaboto
1060,Linda-arellano,,F,Colin64@yahoo.com,04/May/17,,Universidad-nacional-de-río-cuarto,21/Feb/01,Diseño-de-imagen-y-sonido,4-de-noviembre
1061,George-raymond,,M,Adavis@yahoo.com,58/Nov/07,,Universidad-nacional-de-río-cuarto,20/Dec/28,Diseño-industrial,Agua-de-castilla
1062,Samuel-cruz,,M,Mgarcia@gmail.com,94/Mar/14,,Universidad-nacional-de-río-cuarto,20/Oct/08,Arquitectura,Carlos-maria-naon
1063,Krystal-lowe,,F,Brianhernandez@yahoo.com,40/Sep/26,,Universidad-nacional-de-río-cuarto,20/Oct/04,Arquitectura,Claverie
1064,Antonio-alvarez,,M,Jenniferwarner@hotmail.com,30/Aug/10,,Universidad-nacional-de-río-cuarto,20/Dec/12,Arquitectura,Colonia-sere
1065,Jacob-scott,,M,Mking@yahoo.com,21/Aug/11,,Universidad-nacional-de-río-cuarto,21/Jan/22,Técnico-para-bioterios-,Arroyo-pareja
1066,George-jones,,M,Osmith@hotmail.com,60/Nov/08,,Universidad-nacional-de-río-cuarto,20/Dec/10,Diseño-industrial,Oriente
1067,Ryan-nelson,,M,Victormora@hotmail.com,38/Sep/05,,Universidad-nacional-de-río-cuarto,20/Sep/23,Técnico-para-bioterios-,Antonio-carboni
1068,Thomas-clark,,M,Delgadobarbara@hotmail.com,09/May/18,,Universidad-nacional-de-río-cuarto,20/Dec/07,Arquitectura,Arroyo-seco
1069,Richard-anderson,,M,Pgray@gmail.com,24/Feb/10,,Universidad-nacional-de-río-cuarto,20/Dec/10,Licenciatura-en-producción-de-bioimagenes,Barrio-1-de-mayo
1070,Leslie-mcdonald-dds,,F,Martindylan@yahoo.com,07/Aug/17,,Universidad-nacional-de-río-cuarto,20/Nov/07,Medicina,Alto-de-sierra
1071,Marc-robinson,,M,Hugheschristine@yahoo.com,21/Mar/15,,Universidad-nacional-de-río-cuarto,21/Jan/05,Licenciatura-en-planificación-y-diseño-del-paisaje,Batelito
1072,Kathryn-serrano,,F,Othomas@gmail.com,07/Jun/07,,Universidad-nacional-de-río-cuarto,20/Nov/17,Diseño-de-imagen-y-sonido,Aldea-santafecina
1073,Gary-lowe,,M,Georgejones@gmail.com,33/Mar/31,,Universidad-nacional-de-río-cuarto,20/Nov/13,Ciencias-veterinarias,Berabevu
1074,Andrew-vasquez,,M,Sarahhale@yahoo.com,73/Mar/28,,Universidad-nacional-de-río-cuarto,20/Sep/25,Licenciatura-en-administración-,25-de-mayo
1075,Danielle-james,,F,Craigfitzpatrick@hotmail.com,95/Apr/12,,Universidad-nacional-de-río-cuarto,20/Sep/04,Licenciatura-en-artes,Campo-sabate
1076,Timothy-tucker,,M,Pateljoshua@gmail.com,03/Apr/18,,Universidad-nacional-de-río-cuarto,21/Jan/17,Licenciatura-en-ciencias-ambientales,El-pampero
1077,Melinda-bray-md,,F,Harveybenjamin@gmail.com,57/Aug/20,,Universidad-nacional-de-río-cuarto,20/Dec/22,Actuario-,Lavalle
1078,Randy-olson,,M,Bbush@gmail.com,01/Jan/21,,Universidad-nacional-de-río-cuarto,21/Jan/19,Licenciatura-en-ciencias-geológicas,Arroyo-las-minas
1079,Steven-parsons,,M,Samanthanunez@yahoo.com,02/Nov/29,,Universidad-nacional-de-río-cuarto,21/Jan/12,Agronomía,El-carretero
1080,Lauren-wiley,,F,Carlaharris@gmail.com,91/Apr/01,,Universidad-nacional-de-río-cuarto,20/Sep/12,Licenciatura-en-ciencia-política-,Bartolome-mitre
1081,Anne-miller,,F,Uhale@hotmail.com,94/Jan/18,,Universidad-nacional-de-río-cuarto,20/Dec/01,Ingeniería-mecánica,Carbometal
1082,Michael-watkins,,M,Ychambers@hotmail.com,04/Feb/28,,Universidad-nacional-de-río-cuarto,21/Jan/05,Licenciatura-en-artes,Bosques
1083,Amber-brock,,F,Wsmith@yahoo.com,28/Dec/06,,Universidad-nacional-de-río-cuarto,20/Dec/23,Licenciatura-en-sociología-,Maipu
1084,Rachel-weaver,,F,Bjones@gmail.com,27/Mar/03,,Universidad-nacional-de-río-cuarto,20/Oct/17,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Comodoro-py
1085,Morgan-holmes,,F,Bryan82@yahoo.com,40/Jun/23,,Universidad-nacional-de-río-cuarto,20/Nov/19,Licenciatura-en-relaciones-del-trabajo-,Bacacay
1086,Danielle-scott,,F,Jacquelinevaldez@hotmail.com,61/Oct/10,,Universidad-nacional-de-río-cuarto,20/Nov/09,Agronomía,Altillo-del-medio
1087,Kimberly-browning,,F,Jbird@gmail.com,82/May/12,,Universidad-nacional-de-río-cuarto,20/Oct/10,Licenciatura-en-terapia-ocupacional,Nonogasta
1088,Stephanie-davidson,,F,Smithjerry@gmail.com,08/Aug/17,,Universidad-nacional-de-río-cuarto,20/Sep/28,Licenciatura-en-ciencia-y-tecnología-de-alimentos,Calchaqui
1089,Joshua-craig,,M,Christopher83@hotmail.com,45/Nov/25,,Universidad-nacional-de-río-cuarto,20/Sep/30,Ingeniería-mecánica,Ocho-vados
