,university,career,inscription_date,last_name,first_name,gender,fecha_nacimiento,postal_code,email,location,_age_ins_0,_age_ins_1,_age_ins_2,age
889,univ. nacional del comahue,bioquímica,2020-12-20,jones,larry,male,1984-08-18,9033,miguel35@hotmail.com,aldea apeleg,36.34023970375846,36.34023970375846,36.34023970375846,36
890,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-11-07,brown,beth,female,1911-04-23,2520,vjohnson@gmail.com,la california,109.54639725661718,109.54639725661718,109.54639725661718,109
891,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-10-03,campbell,ryan,male,1910-03-25,7545,robert79@hotmail.com,huanguelen,110.52930587212606,110.52930587212606,110.52930587212606,110
892,univ. nacional del comahue,diseño de imagen y sonido,2020-10-25,hopkins,ethan,male,1927-12-31,3009,bradshawshannon@yahoo.com,el tropezon,92.82052335092439,92.82052335092439,92.82052335092439,92
893,univ. nacional del comahue,ingeniería mecánica,2021-01-01,key,sarah,female,1997-09-05,3416,smithmichelle@gmail.com,arroyo ceibal,23.324229792535096,23.324229792535096,23.324229792535096,23
894,univ. nacional del comahue,bioquímica,2020-10-01,gillespie,tina,female,1992-01-29,7105,xreeves@hotmail.com,san clemente del tuyu,28.67410008419064,28.67410008419064,28.67410008419064,28
895,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-10-15,lee,christopher,male,1910-10-28,8174,farmerjohnny@yahoo.com,arroyo aguas blancas,109.96803493569341,109.96803493569341,109.96803493569341,109
896,univ. nacional del comahue,licenciatura en administración,2020-10-12,wagner,carla,female,1935-11-27,2109,sheena43@gmail.com,acebal,84.87785512365072,84.87785512365072,84.87785512365072,84
897,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-10-05,colon,misty,female,2015-08-07,5563,kcampbell@gmail.com,agua amarga,5.1636926151803255,,57.21491448898482,57
898,univ. nacional del comahue,ingeniería en informática,2021-01-07,howell,elaine,female,1918-03-26,2743,eddieclark@gmail.com,arroyo dulce,102.78924276336954,102.78924276336954,102.78924276336954,102
899,univ. nacional del comahue,técnico para bioterios,2020-12-12,larson,maria,female,1991-11-26,8164,catherine31@gmail.com,arquedas,29.046455437141077,29.046455437141077,29.046455437141077,29
900,univ. nacional del comahue,ingeniería en informática,2020-09-03,wright,kristopher,male,2004-02-21,1842,elliottashley@gmail.com,el jaguel,16.5342204152036,16.5342204152036,16.5342204152036,16
901,univ. nacional del comahue,licenciatura en artes,2020-12-30,brooks,jordan,male,1994-12-22,8109,kristinhowe@gmail.com,almirante solier,26.023806101425766,26.023806101425766,26.023806101425766,26
902,univ. nacional del comahue,licenciatura en artes,2020-11-21,bell,francis,male,2002-09-11,4135,xbrooks@hotmail.com,caspinchango,18.19612996844562,18.19612996844562,18.19612996844562,18
903,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-11-03,fischer,joseph,male,2006-01-29,6360,raymond31@yahoo.com,barrio el molino,14.762794581682034,,57.21491448898482,57
904,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-09-24,lee,tyler,male,1973-07-04,2854,anthonyking@gmail.com,dos hermanas,47.22615796354477,47.22615796354477,47.22615796354477,47
905,univ. nacional del comahue,técnico para bioterios,2020-12-23,hall,bryan,male,2002-07-26,7172,daniel68@yahoo.com,colonia ferrari,18.412424621997715,18.412424621997715,18.412424621997715,18
906,univ. nacional del comahue,licenciatura en psicología,2020-09-04,hester,sherri,female,1999-08-09,8347,donaldreilly@gmail.com,arroyo cahunco,21.073670232790544,21.073670232790544,21.073670232790544,21
907,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-09-12,lindsey,corey,male,1964-01-25,4109,paigetrevino@yahoo.com,alto nuestra señora del valle,56.63360643955728,56.63360643955728,56.63360643955728,56
908,univ. nacional del comahue,licenciatura en sociología,2020-09-18,young,tony,male,1982-12-30,2347,gordonwilliam@yahoo.com,colonia mackinlay,37.72014483528067,37.72014483528067,37.72014483528067,37
909,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-10-05,velez,rachel,female,1970-05-04,8349,powellchristopher@hotmail.com,aguas de las mulas,50.42403334770734,50.42403334770734,50.42403334770734,50
910,univ. nacional del comahue,diseño de imagen y sonido,2021-01-15,hogan,christina,female,1944-10-22,5365,jordangary@hotmail.com,el jumeal,76.234282702588,76.234282702588,76.234282702588,76
911,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-09-10,hall,stacy,female,1980-12-16,2828,zwalters@hotmail.com,colonia nueva montevideo,39.735244392424214,39.735244392424214,39.735244392424214,39
912,univ. nacional del comahue,diseño industrial,2020-11-13,johnson,david,male,2020-10-14,7535,eric52@yahoo.com,pontaut,0.08213721020965523,,57.21491448898482,57
913,univ. nacional del comahue,ingeniería electrónica,2020-12-15,woodard,michael,male,1938-05-17,6505,kimberly82@yahoo.com,dudignac,82.58348905179436,82.58348905179436,82.58348905179436,82
914,univ. nacional del comahue,licenciatura en ciencias ambientales,2020-12-11,bishop,donna,female,1912-12-01,1636,david59@gmail.com,la lucila,108.02959677474554,108.02959677474554,108.02959677474554,108
915,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-12-13,bell,william,male,1957-02-12,2109,erin70@gmail.com,acebal,63.83430186793706,63.83430186793706,63.83430186793706,63
916,univ. nacional del comahue,licenciatura en musicoterapia,2021-01-28,taylor,geoffrey,male,1965-01-18,5560,margaret95@gmail.com,arroyo claro,56.02852899101282,56.02852899101282,56.02852899101282,56
917,univ. nacional del comahue,licenciatura en ciencias de la computación,2020-09-28,richard,maurice,male,1915-04-09,7519,lwalker@yahoo.com,san mayol,105.47512953722527,105.47512953722527,105.47512953722527,105
918,univ. nacional del comahue,ingeniería en informática,2021-01-27,hoffman,gina,female,1969-03-07,2503,michael52@hotmail.com,villa eloisa,51.894289410460175,51.894289410460175,51.894289410460175,51
919,univ. nacional del comahue,técnico para bioterios,2020-12-12,garza,nicole,female,1975-07-12,2729,lindapoole@gmail.com,carreras,45.42187724593934,45.42187724593934,45.42187724593934,45
920,univ. nacional del comahue,licenciatura en ciencias biológicas,2021-01-17,briggs,joseph,male,1998-03-10,8415,hernandezbrian@gmail.com,arroyo las minas,22.85878560134705,22.85878560134705,22.85878560134705,22
921,univ. nacional del comahue,licenciatura en terapia ocupacional,2021-01-17,leblanc,elizabeth,female,1959-08-27,9407,shelley61@gmail.com,28 de noviembre,61.39482672471029,61.39482672471029,61.39482672471029,61
922,univ. nacional del comahue,medicina,2020-10-28,gilbert,michele,female,1946-09-12,2635,vlogan@hotmail.com,cañada del ucle,74.12883221421384,74.12883221421384,74.12883221421384,74
923,univ. nacional del comahue,técnico para bioterios,2020-10-20,glenn,daniel,male,1988-03-18,3586,pjohnson@hotmail.com,campo yaguarete,32.592045011191196,32.592045011191196,32.592045011191196,32
924,univ. nacional del comahue,actuario,2020-11-18,thompson,john,male,1971-01-10,5465,fletcherkyle@hotmail.com,baños pismanta,49.857286597260725,49.857286597260725,49.857286597260725,49
925,univ. nacional del comahue,licenciatura en musicoterapia,2020-10-27,cameron,robert,male,1966-06-11,2156,deniseelliott@gmail.com,arsenal de guerra san lorenzo,54.380308972805736,54.380308972805736,54.380308972805736,54
926,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-11-14,foster,sonia,female,1928-08-22,6000,youngjeffery@gmail.com,barrio carosio,92.23187334442186,92.23187334442186,92.23187334442186,92
927,univ. nacional del comahue,diseño de imagen y sonido,2020-11-23,scott,alan,male,1919-04-13,3029,bowmandouglas@gmail.com,colonia adolfo alsina,101.61741856437845,101.61741856437845,101.61741856437845,101
928,univ. nacional del comahue,actuario,2020-10-16,wilson,john,male,2013-09-12,3052,john88@yahoo.com,cañadita,7.093917055107223,,57.21491448898482,57
929,univ. nacional del comahue,diseño industrial,2020-12-18,fisher,timothy,male,1924-11-04,3567,vlawrence@gmail.com,dest aeronautico milit reconqu,96.12243920135252,96.12243920135252,96.12243920135252,96
930,univ. nacional del comahue,diseño industrial,2020-09-12,green,megan,female,1947-12-28,2134,heather75@yahoo.com,roldan,72.7105963845938,72.7105963845938,72.7105963845938,72
931,univ. nacional del comahue,licenciatura en artes,2020-09-15,anderson,joanne,female,2019-07-26,5306,joseph32@yahoo.com,carrizal,1.1417072219142077,,57.21491448898482,57
932,univ. nacional del comahue,bioquímica,2020-09-27,hill,abigail,female,1909-07-13,5750,llong@hotmail.com,alto de la leña,111.2110447168662,111.2110447168662,111.2110447168662,111
933,univ. nacional del comahue,licenciatura en sociología,2020-10-15,frey,dustin,male,1920-07-05,3269,danielleharmon@hotmail.com,arroyo baru,100.28131994496808,100.28131994496808,100.28131994496808,100
934,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-11-04,rios,kirk,male,1955-06-23,3350,kvaughn@hotmail.com,apostoles,65.3702676988576,65.3702676988576,65.3702676988576,65
935,univ. nacional del comahue,diseño industrial,2020-09-18,castillo,karen,female,2020-04-05,9039,walkerrodney@yahoo.com,hito 45,0.4544925631600923,,57.21491448898482,57
936,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-11-30,park,daniel,male,1972-10-28,8200,gcole@hotmail.com,colonia lia y allende,48.09133657775314,48.09133657775314,48.09133657775314,48
937,univ. nacional del comahue,licenciatura en musicoterapia,2020-09-15,vaughn,nathan,male,1988-09-03,6661,coreysharp@hotmail.com,blas durañona,32.03351198176554,32.03351198176554,32.03351198176554,32
938,univ. nacional del comahue,ciencias veterinarias,2021-01-05,smith,theodore,male,1934-06-18,9001,duane94@hotmail.com,cañadon ferrais,86.55345421192769,86.55345421192769,86.55345421192769,86
939,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-11-24,burns,april,female,1954-01-30,1748,rcarr@yahoo.com,general rodriguez,66.81862050555453,66.81862050555453,66.81862050555453,66
940,univ. nacional del comahue,agronomía,2021-01-10,gross,steven,male,1916-03-14,2318,amy54@hotmail.com,aurelia,104.82898348357598,104.82898348357598,104.82898348357598,104
941,univ. nacional del comahue,diseño industrial,2021-01-14,peterson,danielle,female,1969-05-24,2814,kjohnson@hotmail.com,alto los cardales,51.64513987282422,51.64513987282422,51.64513987282422,51
942,univ. nacional del comahue,farmacia,2020-11-25,moore,david,male,1919-01-09,8162,melissalambert@yahoo.com,garcia del rio,101.88025763704935,101.88025763704935,101.88025763704935,101
943,univ. nacional del comahue,licenciatura en artes,2020-10-15,fields,richard,male,1970-12-26,7607,orozcojohn@hotmail.com,balneario atlantida,49.805266364127945,49.805266364127945,49.805266364127945,49
944,univ. nacional del comahue,licenciatura en sociología,2020-09-20,collins,linda,female,1935-04-22,2852,fclark@gmail.com,alarcon,85.41722280402746,85.41722280402746,85.41722280402746,85
945,univ. nacional del comahue,diseño de imagen y sonido,2021-01-31,mays,abigail,female,1961-09-12,9225,maria16@yahoo.com,arenoso,59.38794088858772,59.38794088858772,59.38794088858772,59
946,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-09-05,mendoza,amy,female,1948-03-08,2508,chamberskevin@gmail.com,armstrong,72.49703963804869,72.49703963804869,72.49703963804869,72
947,univ. nacional del comahue,licenciatura en ciencia política,2020-09-04,hill,amanda,female,1909-10-18,8105,gregorybaker@yahoo.com,aguara,110.88249587602758,110.88249587602758,110.88249587602758,110
948,univ. nacional del comahue,licenciatura en producción de bioimagenes,2021-01-06,lee,howard,male,2013-01-07,8407,christian72@hotmail.com,correntoso,7.997426367413431,,57.21491448898482,57
949,univ. nacional del comahue,ingeniería mecánica,2020-12-25,bauer,janet,female,1958-01-04,3581,robert12@gmail.com,campo redondo,62.974599067742666,62.974599067742666,62.974599067742666,62
950,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-11-29,lewis,ronald,male,2003-03-25,8113,stephanie00@hotmail.com,baterias,17.68414135813877,17.68414135813877,17.68414135813877,17
951,univ. nacional del comahue,ingeniería mecánica,2020-09-11,wallace,melissa,female,1912-03-07,1870,thomas12@gmail.com,avellaneda,108.5169442219895,108.5169442219895,108.5169442219895,108
952,univ. nacional del comahue,licenciatura en musicoterapia,2021-01-03,carter,misty,female,2003-05-28,5751,tasha15@yahoo.com,agua salada,17.604742054936104,17.604742054936104,17.604742054936104,17
953,univ. nacional del comahue,diseño industrial,2020-09-15,le,theresa,female,1992-02-10,2121,paulcortez@gmail.com,perez,28.597438687994963,28.597438687994963,28.597438687994963,28
954,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-11-16,baxter,michael,male,1934-04-23,5584,gregory78@hotmail.com,barrio villa adela,86.56988165396962,86.56988165396962,86.56988165396962,86
955,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-12-02,scott,jared,male,1907-11-13,3358,lpalmer@yahoo.com,cheroguita,113.05639403957645,113.05639403957645,113.05639403957645,113
956,univ. nacional del comahue,ciencias veterinarias,2020-09-25,morse,mary,female,1934-01-19,3486,cameronpeggy@hotmail.com,villa olivari,86.68487374826314,86.68487374826314,86.68487374826314,86
957,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-11-29,cervantes,daniel,male,1970-05-16,1771,freemanerica@yahoo.com,mercado central,50.54176334900785,50.54176334900785,50.54176334900785,50
958,univ. nacional del comahue,licenciatura en ciencias de la computación,2020-12-18,osborne,lisa,female,1940-12-23,4655,guerrerobenjamin@hotmail.com,cabreria,79.98795320916925,79.98795320916925,79.98795320916925,79
959,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-12-18,fernandez,david,male,1962-05-27,1642,austin97@yahoo.com,san isidro,58.56383087948418,58.56383087948418,58.56383087948418,58
960,univ. nacional del comahue,ingeniería electrónica,2020-10-14,murphy,misty,female,1906-09-24,9411,bradleyalexander@gmail.com,base aerea teniente matienzo,114.05846800413424,114.05846800413424,114.05846800413424,114
961,univ. nacional del comahue,diseño industrial,2020-10-09,reilly,glen,male,1990-04-27,6214,vfernandez@yahoo.com,casimiro gomez,30.453739638733172,30.453739638733172,30.453739638733172,30
962,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-12-20,wilson,joseph,male,1975-06-10,3261,vmoore@yahoo.com,centella,45.531393526218885,45.531393526218885,45.531393526218885,45
963,univ. nacional del comahue,licenciatura en ciencia política,2020-10-23,zimmerman,sean,male,1983-09-23,4184,cynthia55@hotmail.com,bustamante,37.084950409659335,37.084950409659335,37.084950409659335,37
964,univ. nacional del comahue,licenciatura en artes,2021-01-06,thomas,robert,male,1915-10-29,9015,woodardjeremy@hotmail.com,alma grande,105.19312511550545,105.19312511550545,105.19312511550545,105
965,univ. nacional del comahue,ciencias veterinarias,2020-11-21,miller,frank,male,1919-09-11,5357,ephillips@gmail.com,el horno,101.19851879230922,101.19851879230922,101.19851879230922,101
966,univ. nacional del comahue,arquitectura,2021-01-01,gay,courtney,female,2007-08-16,1858,andreafrost@gmail.com,villa numancia,13.380151543152836,,57.21491448898482,57
967,univ. nacional del comahue,medicina,2020-11-30,smith,gilbert,male,1921-01-29,2705,eric84@hotmail.com,haras san jacinto,99.83777900983593,99.83777900983593,99.83777900983593,99
968,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2021-01-25,griffin,regina,female,1915-11-09,2607,derekbarber@yahoo.com,campo quirno,105.21502837156136,105.21502837156136,105.21502837156136,105
969,univ. nacional del comahue,ingeniería en informática,2020-11-25,frazier,shelly,female,1972-09-18,2117,sylvia45@hotmail.com,alcorta,48.18716332299773,48.18716332299773,48.18716332299773,48
970,univ. nacional del comahue,agronomía,2020-11-24,peterson,mike,male,1927-02-16,4612,john90@hotmail.com,carahunco,93.7733149893564,93.7733149893564,93.7733149893564,93
971,univ. nacional del comahue,farmacia,2020-12-23,zhang,sean,male,1961-03-13,9015,erik60@gmail.com,alma grande,59.782199497594064,59.782199497594064,59.782199497594064,59
972,univ. nacional del comahue,actuario,2020-10-12,nichols,erin,female,1983-11-10,9207,sean31@gmail.com,arroyo guilaia,36.92341389624701,36.92341389624701,36.92341389624701,36
973,univ. nacional del comahue,licenciatura en administración,2020-09-09,reid,regina,female,1930-09-25,5345,perrynoah@yahoo.com,baños termales,89.95941052862139,89.95941052862139,89.95941052862139,89
974,univ. nacional del comahue,licenciatura en relaciones del trabajo,2021-01-03,wilson,julie,female,1982-07-04,3583,michelle69@hotmail.com,isla tigre,38.50318623927938,38.50318623927938,38.50318623927938,38
975,univ. nacional del comahue,ingeniería en informática,2020-09-02,henry,kenneth,male,2007-06-01,8170,qyoung@hotmail.com,abra de hinojo,13.256945727838353,,57.21491448898482,57
976,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2021-01-10,byrd,carolyn,female,1985-10-27,8403,andreowens@gmail.com,alicura,35.20674620286522,35.20674620286522,35.20674620286522,35
977,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-09-24,garrison,james,male,1923-10-11,5261,angelahiggins@hotmail.com,agua del simbol,96.95750083848402,96.95750083848402,96.95750083848402,96
978,univ. nacional del comahue,agronomía,2020-10-25,petty,paul,male,1945-05-16,5405,carrillohenry@hotmail.com,agua y energia,75.44576548457532,75.44576548457532,75.44576548457532,75
979,univ. nacional del comahue,ingeniería en informática,2020-10-06,ramirez,roger,male,2019-01-08,1826,alexanderrobinson@yahoo.com,remedios de escalada,1.7440467634516794,,57.21491448898482,57
980,univ. nacional del comahue,ingeniería en informática,2020-12-19,white,emily,female,1953-04-08,4133,ymyers@gmail.com,la banda,67.70022656180483,67.70022656180483,67.70022656180483,67
981,univ. nacional del comahue,arquitectura,2020-12-28,johnson,william,male,2001-07-12,3117,smithcody@yahoo.com,aldea san antonio,19.4637809126813,19.4637809126813,19.4637809126813,19
982,univ. nacional del comahue,medicina,2020-09-01,taylor,ian,male,1976-11-23,3428,richard76@gmail.com,estacion saladas,43.77365722773226,43.77365722773226,43.77365722773226,43
983,univ. nacional del comahue,licenciatura en administración,2020-12-14,hardy,jessica,female,2002-07-11,2152,glennkyle@hotmail.com,granadero baigorria,18.428852064039646,18.428852064039646,18.428852064039646,18
984,univ. nacional del comahue,contador público,2021-01-29,smith,felicia,female,1969-09-20,2707,robinsoncaitlin@yahoo.com,4 de noviembre,51.36039754409742,51.36039754409742,51.36039754409742,51
985,univ. nacional del comahue,licenciatura en producción de bioimagenes,2020-12-20,miller,mary,female,1969-08-28,8363,bryantshannon@gmail.com,colonia josefa,51.31385312497861,51.31385312497861,51.31385312497861,51
986,univ. nacional del comahue,ciencias veterinarias,2020-10-20,copeland,bryan,male,1963-08-02,6605,jsnyder@gmail.com,campo peña lopez,57.21951853905282,57.21951853905282,57.21951853905282,57
987,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-11-05,flores,richard,male,1994-03-14,2342,gjohnson@yahoo.com,campo el mataco,26.648048899019145,26.648048899019145,26.648048899019145,26
988,univ. nacional del comahue,licenciatura en artes,2020-11-19,anderson,jordan,female,2003-11-28,7249,gberry@yahoo.com,el araza,16.977761350335737,16.977761350335737,16.977761350335737,16
989,univ. nacional del comahue,medicina,2021-01-05,nguyen,trevor,male,1938-07-05,9311,alexander06@gmail.com,cañadon leon,82.50682765559868,82.50682765559868,82.50682765559868,82
990,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-12-01,johnson,courtney,female,1945-08-11,3013,vmitchell@hotmail.com,colonia matilde,75.30887013422588,75.30887013422588,75.30887013422588,75
991,univ. nacional del comahue,ciencias veterinarias,2020-10-20,mcgee,autumn,female,1931-11-20,8133,fdoyle@hotmail.com,la rosa,88.91900586596576,88.91900586596576,88.91900586596576,88
992,univ. nacional del comahue,licenciatura en psicología,2021-01-29,davis,jennifer,female,1950-11-10,6453,lhernandez@hotmail.com,carlos salas,70.22183891524125,70.22183891524125,70.22183891524125,70
993,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-11-22,price,debra,female,1992-11-17,5609,williamhorn@hotmail.com,aristides villanueva,28.01426449550641,28.01426449550641,28.01426449550641,28
994,univ. nacional del comahue,ingeniería en informática,2020-10-03,ramirez,denise,female,1961-03-30,6239,rebeccaray@gmail.com,gonzalez moreno,59.51388461090919,59.51388461090919,59.51388461090919,59
995,univ. nacional del comahue,licenciatura en sociología,2020-09-14,chen,jason,male,2000-04-11,5343,garneranthony@hotmail.com,lavalle,20.427524179141255,20.427524179141255,20.427524179141255,20
996,univ. nacional del comahue,licenciatura en producción de bioimagenes,2020-09-06,johnson,nicholas,male,1945-01-31,3461,ytorres@gmail.com,abo nezu,75.59908827696667,75.59908827696667,75.59908827696667,75
997,univ. nacional del comahue,farmacia,2020-09-05,jackson,zachary,male,1994-11-25,6455,rodriguezscott@hotmail.com,carlos tejedor,25.78013237780379,25.78013237780379,25.78013237780379,25
998,univ. nacional del comahue,agronomía,2020-11-02,mckinney,ashley,female,2004-08-20,3338,kdaniels@gmail.com,17 de agosto,16.20293366735799,16.20293366735799,16.20293366735799,16
999,univ. nacional del comahue,licenciatura en ciencia política,2020-09-01,carter,sherri,female,1923-01-17,1765,fosterchase@gmail.com,isidro casanova,97.62555014818922,97.62555014818922,97.62555014818922,97
1000,univ. nacional del comahue,licenciatura en musicoterapia,2020-10-06,strickland,christine,female,1997-08-21,5590,rebeccaphillips@hotmail.com,adrian maturano,23.127100488031925,23.127100488031925,23.127100488031925,23
1001,univ. nacional del comahue,contador público,2020-09-18,hickman,christopher,male,1926-03-07,7220,dlopez@gmail.com,funke,94.53719104430618,94.53719104430618,94.53719104430618,94
1002,univ. nacional del comahue,bioquímica,2020-09-13,jacobson,rodney,male,1992-02-17,7136,westjoseph@hotmail.com,adela,28.572797524932067,28.572797524932067,28.572797524932067,28
1003,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-10-20,strong,kaitlyn,female,2018-10-18,4147,tnichols@yahoo.com,alto las lechuzas,2.006885836122576,,57.21491448898482,57
1004,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-12-26,hayes,kimberly,female,2006-01-31,3056,tracey11@yahoo.com,campo coubert,14.902427839038447,,57.21491448898482,57
1005,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-10-04,jordan,daniel,male,1969-01-19,2214,shatfield@hotmail.com,aldao,51.70811173398496,51.70811173398496,51.70811173398496,51
1006,univ. nacional del comahue,diseño de imagen y sonido,2020-10-29,smith,phillip,male,1951-07-26,1778,kjones@yahoo.com,ciudad evita,69.26357146279527,69.26357146279527,69.26357146279527,69
1007,univ. nacional del comahue,arquitectura,2021-01-11,ellis,raymond,male,2005-04-07,3061,vincent52@hotmail.com,antonio pini,15.764868546239827,15.764868546239827,15.764868546239827,15
1008,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2021-01-06,thornton,danielle,female,1959-05-01,6439,nking@hotmail.com,bonifacio,61.687782774458064,61.687782774458064,61.687782774458064,61
1009,univ. nacional del comahue,medicina,2020-11-10,martinez,stacy,female,2006-04-01,1617,david65@gmail.com,el talar,14.612209696297665,,57.21491448898482,57
1010,univ. nacional del comahue,contador público,2020-10-18,martinez,christopher,male,1923-04-08,6513,michael37@hotmail.com,colonia las yescas,97.53246130995161,97.53246130995161,97.53246130995161,97
1011,univ. nacional del comahue,licenciatura en ciencia política,2020-11-29,edwards,brian,male,1952-12-15,8508,bernardbrian@gmail.com,ambrosio p lezica,67.95758982046175,67.95758982046175,67.95758982046175,67
1012,univ. nacional del comahue,diseño industrial,2020-11-29,sims,paul,male,1993-03-20,6628,brandidalton@hotmail.com,colonia zambungo,27.696667282695742,27.696667282695742,27.696667282695742,27
1013,univ. nacional del comahue,licenciatura en psicología,2020-11-09,smith,christina,female,1978-01-13,2828,stephanie41@hotmail.com,colonia nueva montevideo,42.82360349630725,42.82360349630725,42.82360349630725,42
1014,univ. nacional del comahue,técnico para bioterios,2020-11-22,colon,matthew,male,1944-05-22,6213,piercenicolas@gmail.com,lote 11 escuela 107,76.50533549627987,76.50533549627987,76.50533549627987,76
1015,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-11-13,hughes,nancy,female,1913-08-17,5442,evancooper@yahoo.com,ambas puntillas,107.24381746373984,107.24381746373984,107.24381746373984,107
1016,univ. nacional del comahue,licenciatura en musicoterapia,2020-09-07,page,emily,female,1946-07-09,2705,robert29@hotmail.com,haras san jacinto,74.16716291231168,74.16716291231168,74.16716291231168,74
1017,univ. nacional del comahue,actuario,2021-01-23,wiley,charles,male,1919-03-23,3440,ashleysanchez@gmail.com,barrio villa cordoba,101.84192693895152,101.84192693895152,101.84192693895152,101
1018,univ. nacional del comahue,ingeniería mecánica,2021-01-12,mason,melanie,female,1933-04-08,9421,taylorbrittany@yahoo.com,frigorifico cap,87.7663470160236,87.7663470160236,87.7663470160236,87
1019,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-10-02,adams,john,male,1940-10-17,8144,ktorres@yahoo.com,colonia monte la plata,79.96057413909936,79.96057413909936,79.96057413909936,79
1020,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-10-31,bishop,deborah,female,2016-12-25,3232,qalvarez@yahoo.com,cabred,3.849497251825842,,57.21491448898482,57
1021,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-12-22,aguilar,alexander,male,1961-04-17,6559,kellyangela@hotmail.com,recalde,59.683634845342475,59.683634845342475,59.683634845342475,59
1022,univ. nacional del comahue,licenciatura en psicología,2020-12-05,ashley,jonathan,male,1931-12-17,4707,steven16@hotmail.com,chañarcito,88.97102609909854,88.97102609909854,88.97102609909854,88
1023,univ. nacional del comahue,licenciatura en producción de bioimagenes,2021-01-22,ochoa,todd,male,1944-01-11,6551,lmcmahon@yahoo.com,juan f ibarra,77.03375154862866,77.03375154862866,77.03375154862866,77
1024,univ. nacional del comahue,ingeniería electrónica,2020-12-08,kim,tiffany,female,1957-03-17,3474,wrightkristopher@yahoo.com,chavarria,63.73026140167149,63.73026140167149,63.73026140167149,63
1025,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-10-07,baker,carolyn,female,1952-02-01,4653,qingram@hotmail.com,casira,68.6831351773137,68.6831351773137,68.6831351773137,68
1026,univ. nacional del comahue,ingeniería en informática,2020-09-06,hughes,valerie,female,1941-06-05,7203,smcdonald@gmail.com,chapaleufu,79.25693203830332,79.25693203830332,79.25693203830332,79
1027,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-11-16,spears,stacey,female,1995-07-20,7009,robert87@yahoo.com,iraola,25.328377721650686,25.328377721650686,25.328377721650686,25
1028,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-10-29,miller,gerald,male,1990-12-15,6315,jacobsthomas@gmail.com,colonia baron,29.873303353251607,29.873303353251607,29.873303353251607,29
1029,univ. nacional del comahue,licenciatura en ciencias de la computación,2020-09-08,simpson,michael,male,1910-08-26,6652,davidgaines@yahoo.com,olascoaga,110.03922051787511,110.03922051787511,110.03922051787511,110
1030,univ. nacional del comahue,ingeniería mecánica,2020-12-29,dean,jason,male,1916-02-23,6403,austincarlson@hotmail.com,badano,104.85088673963189,104.85088673963189,104.85088673963189,104
1031,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-09-20,thomas,rita,female,2007-05-01,4237,jacobwarren@yahoo.com,cortaderas,13.391103171180792,,57.21491448898482,57
1032,univ. nacional del comahue,técnico para bioterios,2020-10-29,ramos,peter,male,2020-01-18,7517,xortega@hotmail.com,juan e barra,0.7803034969917246,,57.21491448898482,57
1033,univ. nacional del comahue,actuario,2021-01-13,moore,stephen,male,1905-12-16,5276,randy37@yahoo.com,baldes de pacheco,115.07970731774095,115.07970731774095,115.07970731774095,115
1034,univ. nacional del comahue,contador público,2020-10-01,thomas,william,male,1979-02-27,3061,housealex@gmail.com,antonio pini,41.59428325016941,41.59428325016941,41.59428325016941,41
